"代码","简称","时间","收盘价(原始币种)","市净率"
"02128.HK","中国联塑","2010-12-24","6.5100","16.5029"
"02128.HK","中国联塑","2010-12-31","6.2600","3.9907"
"02128.HK","中国联塑","2011-01-07","6.3100","4.0226"
"02128.HK","中国联塑","2011-01-14","6.8700","4.3795"
"02128.HK","中国联塑","2011-01-21","7.2800","4.6409"
"02128.HK","中国联塑","2011-01-28","7.2900","4.6473"
"02128.HK","中国联塑","2011-02-02","7.8400","4.9979"
"02128.HK","中国联塑","2011-02-11","7.5400","4.8067"
"02128.HK","中国联塑","2011-02-18","6.8700","4.3795"
"02128.HK","中国联塑","2011-02-25","6.3900","4.0735"
"02128.HK","中国联塑","2011-03-04","6.8900","4.3923"
"02128.HK","中国联塑","2011-03-11","6.6200","4.2202"
"02128.HK","中国联塑","2011-03-18","6.9000","4.3987"
"02128.HK","中国联塑","2011-03-25","6.7400","4.2967"
"02128.HK","中国联塑","2011-04-01","7.2800","4.6409"
"02128.HK","中国联塑","2011-04-08","7.4800","4.7684"
"02128.HK","中国联塑","2011-04-15","7.5900","4.8385"
"02128.HK","中国联塑","2011-04-21","7.4100","4.7238"
"02128.HK","中国联塑","2011-04-29","7.2300","4.6090"
"02128.HK","中国联塑","2011-05-06","7.3300","4.6728"
"02128.HK","中国联塑","2011-05-13","7.3200","4.6664"
"02128.HK","中国联塑","2011-05-20","6.3700","4.0608"
"02128.HK","中国联塑","2011-05-27","6.6415","4.1564"
"02128.HK","中国联塑","2011-06-03","6.6007","4.1309"
"02128.HK","中国联塑","2011-06-10","6.0914","3.8122"
"02128.HK","中国联塑","2011-06-17","5.9896","3.7484"
"02128.HK","中国联塑","2011-06-24","6.6109","4.1398"
"02128.HK","中国联塑","2011-06-30","6.4683","4.0524"
"02128.HK","中国联塑","2011-07-08","6.8045","4.2644"
"02128.HK","中国联塑","2011-07-15","6.6822","4.1897"
"02128.HK","中国联塑","2011-07-22","6.3766","3.9983"
"02128.HK","中国联塑","2011-07-29","5.9692","3.7428"
"02128.HK","中国联塑","2011-08-05","4.9811","3.1233"
"02128.HK","中国联塑","2011-08-12","4.4820","2.8104"
"02128.HK","中国联塑","2011-08-19","4.4514","2.7912"
"02128.HK","中国联塑","2011-08-26","3.8504","2.4144"
"02128.HK","中国联塑","2011-09-02","4.0032","2.5102"
"02128.HK","中国联塑","2011-09-09","4.0847","2.5613"
"02128.HK","中国联塑","2011-09-16","3.9116","2.4527"
"02128.HK","中国联塑","2011-09-23","3.6569","2.2930"
"02128.HK","中国联塑","2011-09-30","3.2087","2.0120"
"02128.HK","中国联塑","2011-10-07","3.4226","2.1461"
"02128.HK","中国联塑","2011-10-14","3.7689","2.3633"
"02128.HK","中国联塑","2011-10-21","3.7995","2.3825"
"02128.HK","中国联塑","2011-10-28","4.4616","2.7976"
"02128.HK","中国联塑","2011-11-04","4.1662","2.6124"
"02128.HK","中国联塑","2011-11-11","3.6569","2.2931"
"02128.HK","中国联塑","2011-11-18","3.3513","2.1014"
"02128.HK","中国联塑","2011-11-25","3.1578","1.9801"
"02128.HK","中国联塑","2011-12-02","3.7588","2.3569"
"02128.HK","中国联塑","2011-12-09","3.6060","2.2611"
"02128.HK","中国联塑","2011-12-16","3.3615","2.1078"
"02128.HK","中国联塑","2011-12-23","3.4124","2.1398"
"02128.HK","中国联塑","2011-12-30","3.4328","2.1525"
"02128.HK","中国联塑","2012-01-06","3.3920","1.6272"
"02128.HK","中国联塑","2012-01-13","3.9523","1.8960"
"02128.HK","中国联塑","2012-01-20","4.2171","2.0230"
"02128.HK","中国联塑","2012-01-27","4.3088","2.0670"
"02128.HK","中国联塑","2012-02-03","4.2375","2.0328"
"02128.HK","中国联塑","2012-02-10","4.9709","2.3847"
"02128.HK","中国联塑","2012-02-17","4.6246","2.2185"
"02128.HK","中国联塑","2012-02-24","5.1135","2.4531"
"02128.HK","中国联塑","2012-03-02","5.5210","2.6496"
"02128.HK","中国联塑","2012-03-09","5.3886","2.5861"
"02128.HK","中国联塑","2012-03-16","5.1543","2.4737"
"02128.HK","中国联塑","2012-03-23","5.0728","2.4345"
"02128.HK","中国联塑","2012-03-30","4.9913","2.3954"
"02128.HK","中国联塑","2012-04-05","5.1747","2.4848"
"02128.HK","中国联塑","2012-04-13","5.2969","2.5435"
"02128.HK","中国联塑","2012-04-20","5.2052","2.4994"
"02128.HK","中国联塑","2012-04-27","4.9506","2.3772"
"02128.HK","中国联塑","2012-05-04","4.6857","2.2506"
"02128.HK","中国联塑","2012-05-11","3.8504","1.8494"
"02128.HK","中国联塑","2012-05-18","3.8402","1.8445"
"02128.HK","中国联塑","2012-05-25","3.9014","1.8739"
"02128.HK","中国联塑","2012-06-01","4.1560","1.9963"
"02128.HK","中国联塑","2012-06-08","4.0026","1.8642"
"02128.HK","中国联塑","2012-06-15","4.2022","1.9571"
"02128.HK","中国联塑","2012-06-22","3.9606","1.8446"
"02128.HK","中国联塑","2012-06-29","3.4983","1.6293"
"02128.HK","中国联塑","2012-07-06","3.9501","1.8404"
"02128.HK","中国联塑","2012-07-13","3.8450","1.7914"
"02128.HK","中国联塑","2012-07-20","3.5614","1.6593"
"02128.HK","中国联塑","2012-07-27","3.6139","1.6838"
"02128.HK","中国联塑","2012-08-03","3.7715","1.7572"
"02128.HK","中国联塑","2012-08-10","3.9501","1.8404"
"02128.HK","中国联塑","2012-08-17","3.9291","1.8306"
"02128.HK","中国联塑","2012-08-24","4.0341","1.8796"
"02128.HK","中国联塑","2012-08-31","3.8660","1.8013"
"02128.HK","中国联塑","2012-09-07","4.0341","1.8797"
"02128.HK","中国联塑","2012-09-14","4.3493","2.0265"
"02128.HK","中国联塑","2012-09-21","4.1497","1.9335"
"02128.HK","中国联塑","2012-09-28","4.2442","1.9776"
"02128.HK","中国联塑","2012-10-05","4.4123","2.0561"
"02128.HK","中国联塑","2012-10-12","4.5699","2.1296"
"02128.HK","中国联塑","2012-10-19","4.8956","2.2831"
"02128.HK","中国联塑","2012-10-26","4.5489","2.1214"
"02128.HK","中国联塑","2012-11-02","4.9586","2.3143"
"02128.HK","中国联塑","2012-11-09","4.6434","2.1672"
"02128.HK","中国联塑","2012-11-16","4.4543","2.0789"
"02128.HK","中国联塑","2012-11-23","4.7590","2.2211"
"02128.HK","中国联塑","2012-11-30","4.8325","2.2584"
"02128.HK","中国联塑","2012-12-07","5.1897","2.4253"
"02128.HK","中国联塑","2012-12-14","5.2948","2.4744"
"02128.HK","中国联塑","2012-12-21","5.5364","2.5873"
"02128.HK","中国联塑","2012-12-28","5.5889","2.6119"
"02128.HK","中国联塑","2013-01-04","6.2508","2.4352"
"02128.HK","中国联塑","2013-01-11","6.2823","2.4475"
"02128.HK","中国联塑","2013-01-18","6.0827","2.3697"
"02128.HK","中国联塑","2013-01-25","5.7150","2.2265"
"02128.HK","中国联塑","2013-02-01","5.8936","2.3013"
"02128.HK","中国联塑","2013-02-08","5.8831","2.2972"
"02128.HK","中国联塑","2013-02-15","6.2508","2.4408"
"02128.HK","中国联塑","2013-02-22","6.0407","2.3588"
"02128.HK","中国联塑","2013-03-01","5.7045","2.2291"
"02128.HK","中国联塑","2013-03-08","5.9881","2.3400"
"02128.HK","中国联塑","2013-03-15","5.3263","2.0813"
"02128.HK","中国联塑","2013-03-22","5.0321","1.9664"
"02128.HK","中国联塑","2013-03-28","4.6224","1.8063"
"02128.HK","中国联塑","2013-04-05","4.2442","1.6588"
"02128.HK","中国联塑","2013-04-12","4.4333","1.7327"
"02128.HK","中国联塑","2013-04-19","4.6329","1.8107"
"02128.HK","中国联塑","2013-04-26","4.6960","1.8354"
"02128.HK","中国联塑","2013-05-03","4.6755","1.7945"
"02128.HK","中国联塑","2013-05-10","5.0714","1.9464"
"02128.HK","中国联塑","2013-05-16","4.8681","1.8684"
"02128.HK","中国联塑","2013-05-24","4.8681","1.8684"
"02128.HK","中国联塑","2013-05-31","4.8146","1.8480"
"02128.HK","中国联塑","2013-06-07","4.5965","1.7166"
"02128.HK","中国联塑","2013-06-14","4.3326","1.6180"
"02128.HK","中国联塑","2013-06-21","4.3875","1.6386"
"02128.HK","中国联塑","2013-06-28","4.3545","1.6262"
"02128.HK","中国联塑","2013-07-05","4.1016","1.5319"
"02128.HK","中国联塑","2013-07-12","4.3545","1.6264"
"02128.HK","中国联塑","2013-07-19","4.2556","1.5923"
"02128.HK","中国联塑","2013-07-26","4.5855","1.7157"
"02128.HK","中国联塑","2013-08-02","5.0253","1.8805"
"02128.HK","中国联塑","2013-08-09","5.0473","1.8887"
"02128.HK","中国联塑","2013-08-16","4.9813","1.8640"
"02128.HK","中国联塑","2013-08-23","5.1573","1.9299"
"02128.HK","中国联塑","2013-08-30","5.1023","1.9093"
"02128.HK","中国联塑","2013-09-06","5.4652","2.0464"
"02128.HK","中国联塑","2013-09-13","5.4432","2.0401"
"02128.HK","中国联塑","2013-09-19","5.4872","2.0568"
"02128.HK","中国联塑","2013-09-27","5.3669","1.9703"
"02128.HK","中国联塑","2013-10-04","5.3669","1.9706"
"02128.HK","中国联塑","2013-10-11","5.7599","2.1175"
"02128.HK","中国联塑","2013-10-18","5.7374","2.1092"
"02128.HK","中国联塑","2013-10-25","5.2771","1.9400"
"02128.HK","中国联塑","2013-11-01","5.5084","2.0649"
"02128.HK","中国联塑","2013-11-08","5.2220","1.9575"
"02128.HK","中国联塑","2013-11-15","5.3762","2.0153"
"02128.HK","中国联塑","2013-11-22","5.4644","2.0483"
"02128.HK","中国联塑","2013-11-29","5.7728","2.1640"
"02128.HK","中国联塑","2013-12-06","5.8830","2.2121"
"02128.HK","中国联塑","2013-12-13","5.7949","2.1790"
"02128.HK","中国联塑","2013-12-20","5.7618","2.1665"
"02128.HK","中国联塑","2013-12-27","5.9491","2.2370"
"02128.HK","中国联塑","2014-01-03","5.8610","1.7770"
"02128.HK","中国联塑","2014-01-10","5.6296","1.7069"
"02128.HK","中国联塑","2014-01-17","5.6627","1.7169"
"02128.HK","中国联塑","2014-01-24","5.5305","1.6768"
"02128.HK","中国联塑","2014-01-30","5.2991","1.6066"
"02128.HK","中国联塑","2014-02-07","5.4974","1.6692"
"02128.HK","中国联塑","2014-02-14","5.3762","1.6324"
"02128.HK","中国联塑","2014-02-21","5.3321","1.6157"
"02128.HK","中国联塑","2014-02-28","5.1445","1.5594"
"02128.HK","中国联塑","2014-03-07","4.9678","1.5059"
"02128.HK","中国联塑","2014-03-14","4.7581","1.4423"
"02128.HK","中国联塑","2014-03-21","4.6587","1.4122"
"02128.HK","中国联塑","2014-03-28","4.5483","1.3807"
"02128.HK","中国联塑","2014-04-04","5.1776","1.5719"
"02128.HK","中国联塑","2014-04-11","5.3211","1.6155"
"02128.HK","中国联塑","2014-04-17","4.9568","1.5058"
"02128.HK","中国联塑","2014-04-25","4.7029","1.4290"
"02128.HK","中国联塑","2014-05-02","4.6808","1.4226"
"02128.HK","中国联塑","2014-05-09","4.3386","1.3186"
"02128.HK","中国联塑","2014-05-16","4.3938","1.3358"
"02128.HK","中国联塑","2014-05-23","4.6256","1.4089"
"02128.HK","中国联塑","2014-05-30","4.7249","1.4391"
"02128.HK","中国联塑","2014-06-06","4.9287","1.4620"
"02128.HK","中国联塑","2014-06-13","4.7130","1.3990"
"02128.HK","中国联塑","2014-06-20","4.7470","1.4119"
"02128.HK","中国联塑","2014-06-27","4.7697","1.4186"
"02128.HK","中国联塑","2014-07-04","4.9174","1.4625"
"02128.HK","中国联塑","2014-07-11","4.7584","1.4153"
"02128.HK","中国联塑","2014-07-18","5.1218","1.5233"
"02128.HK","中国联塑","2014-07-25","5.2126","1.5504"
"02128.HK","中国联塑","2014-08-01","5.1786","1.5402"
"02128.HK","中国联塑","2014-08-08","5.1559","1.5335"
"02128.HK","中国联塑","2014-08-15","5.3830","1.6010"
"02128.HK","中国联塑","2014-08-22","5.1559","1.5335"
"02128.HK","中国联塑","2014-08-29","5.0423","1.4997"
"02128.HK","中国联塑","2014-09-05","5.0650","1.5065"
"02128.HK","中国联塑","2014-09-12","4.9628","1.4761"
"02128.HK","中国联塑","2014-09-19","4.7925","1.4254"
"02128.HK","中国联塑","2014-09-26","4.5426","1.3511"
"02128.HK","中国联塑","2014-10-03","4.3836","1.3038"
"02128.HK","中国联塑","2014-10-10","4.5426","1.3511"
"02128.HK","中国联塑","2014-10-17","4.4063","1.3106"
"02128.HK","中国联塑","2014-10-24","4.3723","1.3004"
"02128.HK","中国联塑","2014-10-31","4.6221","1.3747"
"02128.HK","中国联塑","2014-11-07","4.7584","1.4153"
"02128.HK","中国联塑","2014-11-14","4.8379","1.4389"
"02128.HK","中国联塑","2014-11-21","4.8379","1.4389"
"02128.HK","中国联塑","2014-11-28","4.8833","1.4524"
"02128.HK","中国联塑","2014-12-05","4.7016","1.3984"
"02128.HK","中国联塑","2014-12-12","4.6107","1.3714"
"02128.HK","中国联塑","2014-12-19","4.4858","1.3342"
"02128.HK","中国联塑","2014-12-24","4.2360","1.2599"
"02128.HK","中国联塑","2015-01-02","4.4290","1.1198"
"02128.HK","中国联塑","2015-01-09","4.6221","1.1686"
"02128.HK","中国联塑","2015-01-16","4.4745","1.1313"
"02128.HK","中国联塑","2015-01-23","4.3495","1.0997"
"02128.HK","中国联塑","2015-01-30","4.3155","1.0911"
"02128.HK","中国联塑","2015-02-06","4.3268","1.0939"
"02128.HK","中国联塑","2015-02-13","4.2928","1.0853"
"02128.HK","中国联塑","2015-02-18","4.2246","1.0681"
"02128.HK","中国联塑","2015-02-27","4.2587","1.0767"
"02128.HK","中国联塑","2015-03-06","4.1678","1.0537"
"02128.HK","中国联塑","2015-03-13","3.9180","0.9906"
"02128.HK","中国联塑","2015-03-20","4.9969","1.2633"
"02128.HK","中国联塑","2015-03-27","5.1899","1.3121"
"02128.HK","中国联塑","2015-04-02","5.3149","1.3437"
"02128.HK","中国联塑","2015-04-10","5.8373","1.4758"
"02128.HK","中国联塑","2015-04-17","5.9849","1.5131"
"02128.HK","中国联塑","2015-04-24","6.0985","1.5418"
"02128.HK","中国联塑","2015-04-30","6.4959","1.6423"
"02128.HK","中国联塑","2015-05-08","7.1319","1.8031"
"02128.HK","中国联塑","2015-05-15","7.6543","1.9352"
"02128.HK","中国联塑","2015-05-22","8.4367","2.0931"
"02128.HK","中国联塑","2015-05-29","8.5872","2.1304"
"02128.HK","中国联塑","2015-06-05","8.5409","2.1190"
"02128.HK","中国联塑","2015-06-12","8.4483","2.0960"
"02128.HK","中国联塑","2015-06-19","7.7886","1.9323"
"02128.HK","中国联塑","2015-06-26","8.1242","2.0156"
"02128.HK","中国联塑","2015-07-03","7.0827","1.7572"
"02128.HK","中国联塑","2015-07-10","7.2563","1.8003"
"02128.HK","中国联塑","2015-07-17","7.5456","1.8720"
"02128.HK","中国联塑","2015-07-24","7.5224","1.8663"
"02128.HK","中国联塑","2015-07-31","7.0364","1.7457"
"02128.HK","中国联塑","2015-08-07","7.1637","1.7773"
"02128.HK","中国联塑","2015-08-14","6.8628","1.7026"
"02128.HK","中国联塑","2015-08-21","6.3536","1.5763"
"02128.HK","中国联塑","2015-08-28","6.2726","1.5562"
"02128.HK","中国联塑","2015-09-04","5.7055","1.4155"
"02128.HK","中国联塑","2015-09-11","6.7008","1.6624"
"02128.HK","中国联塑","2015-09-18","6.9438","1.7227"
"02128.HK","中国联塑","2015-09-25","7.2215","1.7916"
"02128.HK","中国联塑","2015-10-02","7.5919","1.8835"
"02128.HK","中国联塑","2015-10-09","7.2678","1.8031"
"02128.HK","中国联塑","2015-10-16","7.5803","1.8806"
"02128.HK","中国联塑","2015-10-23","7.6613","1.9007"
"02128.HK","中国联塑","2015-10-30","7.3026","1.8117"
"02128.HK","中国联塑","2015-11-06","7.5109","1.8634"
"02128.HK","中国联塑","2015-11-13","7.4993","1.8605"
"02128.HK","中国联塑","2015-11-20","7.6497","1.8979"
"02128.HK","中国联塑","2015-11-27","7.1984","1.7859"
"02128.HK","中国联塑","2015-12-04","6.8859","1.7084"
"02128.HK","中国联塑","2015-12-11","6.0180","1.4930"
"02128.HK","中国联塑","2015-12-18","6.3073","1.5648"
"02128.HK","中国联塑","2015-12-24","6.2494","1.5505"
"02128.HK","中国联塑","2015-12-31","6.2610","1.4427"
"02128.HK","中国联塑","2016-01-08","5.7171","1.3174"
"02128.HK","中国联塑","2016-01-15","5.1500","1.1867"
"02128.HK","中国联塑","2016-01-22","4.8607","1.1201"
"02128.HK","中国联塑","2016-01-29","4.8722","1.1227"
"02128.HK","中国联塑","2016-02-05","4.9532","1.1414"
"02128.HK","中国联塑","2016-02-12","4.4093","1.0161"
"02128.HK","中国联塑","2016-02-19","5.2310","1.2054"
"02128.HK","中国联塑","2016-02-26","5.1847","1.1947"
"02128.HK","中国联塑","2016-03-04","5.7055","1.3147"
"02128.HK","中国联塑","2016-03-11","5.8791","1.3547"
"02128.HK","中国联塑","2016-03-18","5.9369","1.3681"
"02128.HK","中国联塑","2016-03-24","4.8491","1.1174"
"02128.HK","中国联塑","2016-04-01","4.7218","1.0881"
"02128.HK","中国联塑","2016-04-08","4.6292","1.0667"
"02128.HK","中国联塑","2016-04-15","5.0574","1.1625"
"02128.HK","中国联塑","2016-04-22","5.1500","1.1837"
"02128.HK","中国联塑","2016-04-29","4.9532","1.1385"
"02128.HK","中国联塑","2016-05-06","4.8375","1.1119"
"02128.HK","中国联塑","2016-05-13","4.8144","1.1066"
"02128.HK","中国联塑","2016-05-20","4.7670","1.0614"
"02128.HK","中国联塑","2016-05-27","4.8147","1.0720"
"02128.HK","中国联塑","2016-06-03","4.8864","1.0880"
"02128.HK","中国联塑","2016-06-10","4.8745","1.0853"
"02128.HK","中国联塑","2016-06-17","4.8028","1.0694"
"02128.HK","中国联塑","2016-06-24","4.8745","1.0853"
"02128.HK","中国联塑","2016-06-30","4.8984","1.0906"
"02128.HK","中国联塑","2016-07-08","4.8506","1.0800"
"02128.HK","中国联塑","2016-07-15","5.0656","1.1279"
"02128.HK","中国联塑","2016-07-22","5.2926","1.1784"
"02128.HK","中国联塑","2016-07-29","5.2680","1.1678"
"02128.HK","中国联塑","2016-08-05","5.3160","1.1784"
"02128.HK","中国联塑","2016-08-12","5.4600","1.2103"
"02128.HK","中国联塑","2016-08-19","5.7121","1.2662"
"02128.HK","中国联塑","2016-08-26","6.3841","1.4152"
"02128.HK","中国联塑","2016-09-02","6.4561","1.4311"
"02128.HK","中国联塑","2016-09-09","6.9121","1.5322"
"02128.HK","中国联塑","2016-09-15","6.4441","1.4285"
"02128.HK","中国联塑","2016-09-23","6.6001","1.4630"
"02128.HK","中国联塑","2016-09-30","6.3121","1.3992"
"02128.HK","中国联塑","2016-10-07","6.8641","1.5216"
"02128.HK","中国联塑","2016-10-11","6.9121","1.5322"
"02133.HK","中国多金属","2011-12-16","1.6100","-270.6435"
"02133.HK","中国多金属","2011-12-23","1.5900","-267.2815"
"02133.HK","中国多金属","2011-12-30","1.8600","-312.6689"
"02133.HK","中国多金属","2012-01-06","1.8100","2.1907"
"02133.HK","中国多金属","2012-01-13","1.7800","2.1544"
"02133.HK","中国多金属","2012-01-20","1.9000","2.2996"
"02133.HK","中国多金属","2012-01-27","1.9000","2.2996"
"02133.HK","中国多金属","2012-02-03","2.0600","2.4932"
"02133.HK","中国多金属","2012-02-10","2.0400","2.4690"
"02133.HK","中国多金属","2012-02-17","2.0100","2.4327"
"02133.HK","中国多金属","2012-02-24","2.0000","2.4206"
"02133.HK","中国多金属","2012-03-02","2.0100","2.4327"
"02133.HK","中国多金属","2012-03-09","2.0000","2.4206"
"02133.HK","中国多金属","2012-03-16","2.0000","2.4206"
"02133.HK","中国多金属","2012-03-23","1.9000","2.2996"
"02133.HK","中国多金属","2012-03-30","1.9500","2.3601"
"02133.HK","中国多金属","2012-04-05","2.0000","2.4206"
"02133.HK","中国多金属","2012-04-13","1.9700","2.3843"
"02133.HK","中国多金属","2012-04-20","1.9500","2.3601"
"02133.HK","中国多金属","2012-04-27","1.9400","2.3480"
"02133.HK","中国多金属","2012-05-04","1.9400","2.3480"
"02133.HK","中国多金属","2012-05-11","1.9300","2.3359"
"02133.HK","中国多金属","2012-05-18","1.7500","2.1180"
"02133.HK","中国多金属","2012-05-25","1.8000","2.1786"
"02133.HK","中国多金属","2012-06-01","1.7500","2.1180"
"02133.HK","中国多金属","2012-06-08","1.7600","2.1301"
"02133.HK","中国多金属","2012-06-15","1.6500","1.9970"
"02133.HK","中国多金属","2012-06-22","1.6100","1.9486"
"02133.HK","中国多金属","2012-06-29","1.6100","1.9486"
