"代码","简称","时间","收盘价(原始币种)","市净率"
"02121.HK","一化控股","2013-11-08","1.9923","0.7971"
"02121.HK","一化控股","2013-11-15","1.9923","0.7971"
"02121.HK","一化控股","2013-11-22","1.9923","0.7971"
"02121.HK","一化控股","2013-11-29","2.0122","0.8050"
"02121.HK","一化控股","2013-12-06","2.0919","0.8369"
"02121.HK","一化控股","2013-12-13","2.0720","0.8290"
"02121.HK","一化控股","2013-12-20","2.1119","0.8449"
"02121.HK","一化控股","2013-12-27","2.1218","0.8489"
"02121.HK","一化控股","2014-01-03","2.1915","0.7460"
"02121.HK","一化控股","2014-01-10","2.1915","0.7460"
"02121.HK","一化控股","2014-01-17","2.1119","0.7188"
"02121.HK","一化控股","2014-01-24","2.1119","0.7188"
"02121.HK","一化控股","2014-01-30","2.1119","0.7188"
"02121.HK","一化控股","2014-02-07","2.1517","0.7324"
"02121.HK","一化控股","2014-02-14","2.1218","0.7222"
"02121.HK","一化控股","2014-02-21","2.1218","0.7222"
"02121.HK","一化控股","2014-02-28","2.1119","0.7188"
"02121.HK","一化控股","2014-03-07","2.1019","0.7154"
"02121.HK","一化控股","2014-03-14","2.0919","0.7121"
"02121.HK","一化控股","2014-03-21","2.0023","0.6815"
"02121.HK","一化控股","2014-03-28","1.9724","0.6714"
"02121.HK","一化控股","2014-04-04","1.9425","0.6612"
"02121.HK","一化控股","2014-04-11","1.8827","0.6408"
"02121.HK","一化控股","2014-04-17","1.9226","0.6544"
"02121.HK","一化控股","2014-04-25","1.9027","0.6476"
"02121.HK","一化控股","2014-05-02","1.8529","0.6307"
"02121.HK","一化控股","2014-05-09","1.8529","0.6307"
"02121.HK","一化控股","2014-05-16","1.7931","0.6103"
"02121.HK","一化控股","2014-05-23","1.8230","0.6205"
"02121.HK","一化控股","2014-05-30","1.8628","0.6341"
"02121.HK","一化控股","2014-06-06","1.6935","0.5764"
"02121.HK","一化控股","2014-06-13","1.5540","0.5290"
"02121.HK","一化控股","2014-06-20","1.5520","0.5154"
"02121.HK","一化控股","2014-06-27","1.5316","0.5086"
"02121.HK","一化控股","2014-07-04","1.5316","0.5086"
"02121.HK","一化控股","2014-07-11","1.5520","0.5154"
"02121.HK","一化控股","2014-07-18","1.5214","0.5052"
"02121.HK","一化控股","2014-07-25","1.4703","0.4883"
"02121.HK","一化控股","2014-08-01","1.5111","0.5018"
"02121.HK","一化控股","2014-08-08","1.5316","0.5086"
"02121.HK","一化控股","2014-08-15","1.7256","0.5730"
"02121.HK","一化控股","2014-08-22","1.6730","0.5696"
"02121.HK","一化控股","2014-08-29","1.6730","0.5696"
"02121.HK","一化控股","2014-09-05","1.7626","0.6002"
"02121.HK","一化控股","2014-09-12","1.7726","0.6036"
"02121.HK","一化控股","2014-09-19","1.7228","0.5866"
"02121.HK","一化控股","2014-09-26","1.7128","0.5832"
"02121.HK","一化控股","2014-10-03","1.6628","0.5629"
"02121.HK","一化控股","2014-10-10","1.7028","0.5764"
"02121.HK","一化控股","2014-10-17","1.7529","0.5934"
"02121.HK","一化控股","2014-10-24","1.7329","0.5866"
"02121.HK","一化控股","2014-10-31","1.7629","0.5968"
"02121.HK","一化控股","2014-11-07","1.7629","0.5968"
"02121.HK","一化控股","2014-11-14","1.7729","0.6002"
"02121.HK","一化控股","2014-11-21","1.7729","0.6002"
"02121.HK","一化控股","2014-11-28","1.8032","0.6069"
"02121.HK","一化控股","2014-12-05","1.8032","0.6069"
"02121.HK","一化控股","2014-12-12","1.7726","0.5900"
"02121.HK","一化控股","2014-12-19","1.7930","0.5968"
"02121.HK","一化控股","2014-12-24","1.7828","0.5934"
"02121.HK","一化控股","2015-01-02","1.7828","0.5518"
"02121.HK","一化控股","2015-01-09","1.8032","0.5581"
"02121.HK","一化控股","2015-01-16","1.8032","0.5581"
"02121.HK","一化控股","2015-01-23","1.7828","0.5518"
"02121.HK","一化控股","2015-01-30","1.7625","0.5455"
"02121.HK","一化控股","2015-02-06","1.7625","0.5455"
"02121.HK","一化控股","2015-02-13","1.7625","0.5518"
"02121.HK","一化控股","2015-02-18","1.8025","0.5676"
"02121.HK","一化控股","2015-02-27","1.7220","0.5392"
"02121.HK","一化控股","2015-03-06","1.6817","0.5266"
"02121.HK","一化控股","2015-03-13","1.7218","0.5487"
"02121.HK","一化控股","2015-03-20","1.6823","0.5361"
"02121.HK","一化控股","2015-03-27","1.5536","0.4951"
"02121.HK","一化控股","2015-04-02","1.5140","0.4825"
"02121.HK","一化控股","2015-04-10","1.7317","0.5518"
"02121.HK","一化控股","2015-04-17","1.7911","0.5707"
"02121.HK","一化控股","2015-04-24","1.7416","0.5550"
"02121.HK","一化控股","2015-04-30","1.7218","0.5487"
"02121.HK","一化控股","2015-05-08","1.7317","0.5518"
"02121.HK","一化控股","2015-05-15","1.8010","0.5739"
"02121.HK","一化控股","2015-05-22","1.9890","0.6338"
"02121.HK","一化控股","2015-05-29","1.9692","0.6275"
"02121.HK","一化控股","2015-06-05","1.9791","0.6307"
"02121.HK","一化控股","2015-06-12","1.9791","0.6307"
"02121.HK","一化控股","2015-06-19","1.9662","0.6180"
"02121.HK","一化控股","2015-06-26","1.9562","0.6149"
"02121.HK","一化控股","2015-07-03","1.8559","0.5834"
"02121.HK","一化控股","2015-07-10","1.8559","0.5834"
"02121.HK","一化控股","2015-07-17","1.7556","0.5518"
"02121.HK","一化控股","2015-07-24","1.7255","0.5424"
"02121.HK","一化控股","2015-07-31","1.6552","0.5203"
"02121.HK","一化控股","2015-08-07","1.6753","0.5266"
"02121.HK","一化控股","2015-08-14","1.6452","0.5171"
"02121.HK","一化控股","2015-08-21","1.5549","0.4888"
"02121.HK","一化控股","2015-08-28","1.5148","0.4761"
"02121.HK","一化控股","2015-09-04","1.5148","0.4761"
"02121.HK","一化控股","2015-09-11","1.5148","0.4761"
"02121.HK","一化控股","2015-09-18","1.6954","0.5329"
"02121.HK","一化控股","2015-09-25","1.6552","0.5203"
"02121.HK","一化控股","2015-10-02","1.4847","0.4667"
"02121.HK","一化控股","2015-10-09","1.5148","0.4761"
"02121.HK","一化控股","2015-10-16","1.5850","0.4982"
"02121.HK","一化控股","2015-10-23","1.5850","0.4982"
"02121.HK","一化控股","2015-10-30","1.4947","0.4698"
"02121.HK","一化控股","2015-11-06","1.5048","0.4730"
"02121.HK","一化控股","2015-11-13","1.4245","0.4478"
"02121.HK","一化控股","2015-11-20","1.3543","0.4257"
"02121.HK","一化控股","2015-11-27","1.3242","0.4162"
"02121.HK","一化控股","2015-12-04","1.5048","0.4730"
"02121.HK","一化控股","2015-12-11","1.4345","0.4509"
"02121.HK","一化控股","2015-12-18","1.2239","0.3847"
"02121.HK","一化控股","2015-12-24","1.2038","0.3784"
"02121.HK","一化控股","2015-12-31","1.2640","0.3996"
"02121.HK","一化控股","2016-01-08","1.2239","0.3869"
"02121.HK","一化控股","2016-01-15","1.1938","0.3774"
"02121.HK","一化控股","2016-01-22","1.0634","0.3362"
"02121.HK","一化控股","2016-01-29","1.0634","0.3362"
"02121.HK","一化控股","2016-02-05","1.1236","0.3552"
"02121.HK","一化控股","2016-02-12","1.0634","0.3362"
"02121.HK","一化控股","2016-02-19","1.0834","0.3425"
"02121.HK","一化控股","2016-02-26","1.0333","0.3267"
"02121.HK","一化控股","2016-03-04","1.0533","0.3330"
"02121.HK","一化控股","2016-03-11","1.0634","0.3362"
"02121.HK","一化控股","2016-03-18","1.0533","0.3330"
"02121.HK","一化控股","2016-03-24","1.0533","0.3330"
"02121.HK","一化控股","2016-04-01","0.9931","0.3140"
"02121.HK","一化控股","2016-04-08","1.0834","0.3425"
"02121.HK","一化控股","2016-04-15","1.1035","0.3489"
"02121.HK","一化控股","2016-04-22","1.0834","0.3425"
"02121.HK","一化控股","2016-04-29","1.2138","0.3838"
"02121.HK","一化控股","2016-05-06","1.2038","0.3806"
"02121.HK","一化控股","2016-05-13","1.2339","0.3901"
"02121.HK","一化控股","2016-05-20","1.2138","0.3838"
"02121.HK","一化控股","2016-05-27","1.2540","0.3965"
"02121.HK","一化控股","2016-06-03","1.3142","0.4155"
"02121.HK","一化控股","2016-06-10","1.3242","0.4187"
"02121.HK","一化控股","2016-06-17","1.3744","0.4282"
"02121.HK","一化控股","2016-06-24","1.4049","0.4377"
"02121.HK","一化控股","2016-06-30","1.4253","0.4440"
"02121.HK","一化控股","2016-07-08","1.4456","0.4504"
"02121.HK","一化控股","2016-07-15","1.4253","0.4440"
"02121.HK","一化控股","2016-07-22","1.4456","0.4504"
"02121.HK","一化控股","2016-07-29","1.5067","0.4694"
"02121.HK","一化控股","2016-08-05","1.5067","0.4694"
"02121.HK","一化控股","2016-08-12","1.4864","0.4631"
"02121.HK","一化控股","2016-08-19","1.3540","0.4218"
"02121.HK","一化控股","2016-08-26","1.3133","0.4091"
"02121.HK","一化控股","2016-09-02","1.2827","0.3996"
"02121.HK","一化控股","2016-09-09","1.2929","0.4028"
"02121.HK","一化控股","2016-09-15","1.3031","0.4060"
"02121.HK","一化控股","2016-09-23","1.2624","0.3933"
"02121.HK","一化控股","2016-09-30","1.3947","0.4345"
"02121.HK","一化控股","2016-10-07","1.2827","0.3996"
"02121.HK","一化控股","2016-10-11","1.3133","0.4091"
"02123.HK","金盾控股","2011-07-15","0.6300","1.1722"
"02123.HK","金盾控股","2011-07-22","0.6600","1.2280"
"02123.HK","金盾控股","2011-07-29","0.6600","1.2280"
"02123.HK","金盾控股","2011-08-05","0.6500","1.2094"
"02123.HK","金盾控股","2011-08-12","0.6200","1.1536"
"02123.HK","金盾控股","2011-08-19","0.6300","1.1722"
"02123.HK","金盾控股","2011-08-26","0.6100","1.1350"
"02123.HK","金盾控股","2011-09-02","0.5900","1.0978"
"02123.HK","金盾控股","2011-09-09","0.5300","0.9861"
"02123.HK","金盾控股","2011-09-16","0.5500","1.0233"
"02123.HK","金盾控股","2011-09-23","0.4400","0.8187"
"02123.HK","金盾控股","2011-09-30","0.4550","0.8466"
"02123.HK","金盾控股","2011-10-07","0.4700","0.8745"
"02123.HK","金盾控股","2011-10-14","0.4500","0.8373"
"02123.HK","金盾控股","2011-10-21","0.4700","0.8745"
"02123.HK","金盾控股","2011-10-28","0.4700","0.8745"
"02123.HK","金盾控股","2011-11-04","0.4400","0.8187"
"02123.HK","金盾控股","2011-11-11","0.4750","0.8838"
"02123.HK","金盾控股","2011-11-18","0.4700","0.8745"
"02123.HK","金盾控股","2011-11-25","0.4250","0.7908"
"02123.HK","金盾控股","2011-12-02","0.4350","0.8094"
"02123.HK","金盾控股","2011-12-09","0.4300","0.8001"
"02123.HK","金盾控股","2011-12-16","0.4200","0.7815"
"02123.HK","金盾控股","2011-12-23","0.4000","0.7442"
"02123.HK","金盾控股","2011-12-30","0.4100","0.7628"
"02123.HK","金盾控股","2012-01-06","0.3950","0.4806"
"02123.HK","金盾控股","2012-01-13","0.4450","0.5415"
"02123.HK","金盾控股","2012-01-20","0.4250","0.5171"
"02123.HK","金盾控股","2012-01-27","0.4250","0.5171"
"02123.HK","金盾控股","2012-02-03","0.4350","0.5293"
"02123.HK","金盾控股","2012-02-10","0.4400","0.5354"
"02123.HK","金盾控股","2012-02-17","0.5500","0.6692"
"02123.HK","金盾控股","2012-02-24","0.5100","0.6206"
"02123.HK","金盾控股","2012-03-02","0.5800","0.7057"
"02123.HK","金盾控股","2012-03-09","0.5400","0.6571"
"02123.HK","金盾控股","2012-03-16","0.5000","0.6084"
"02123.HK","金盾控股","2012-03-23","0.5400","0.6571"
"02123.HK","金盾控股","2012-03-30","0.5400","0.6571"
"02123.HK","金盾控股","2012-04-05","0.5000","0.6084"
"02123.HK","金盾控股","2012-04-13","0.5000","0.6084"
"02123.HK","金盾控股","2012-04-20","0.5000","0.6084"
"02123.HK","金盾控股","2012-04-27","0.4400","0.5354"
"02123.HK","金盾控股","2012-05-04","0.4350","0.5293"
"02123.HK","金盾控股","2012-05-11","0.4500","0.5476"
"02123.HK","金盾控股","2012-05-18","0.4500","0.5476"
"02123.HK","金盾控股","2012-05-25","0.4150","0.5050"
"02123.HK","金盾控股","2012-06-01","0.4550","0.5536"
"02123.HK","金盾控股","2012-06-08","0.4250","0.5171"
"02123.HK","金盾控股","2012-06-15","0.4150","0.5050"
"02123.HK","金盾控股","2012-06-22","0.4000","0.4867"
"02123.HK","金盾控股","2012-06-29","0.4000","0.4867"
"02123.HK","金盾控股","2012-07-06","0.3950","0.4806"
"02123.HK","金盾控股","2012-07-13","0.3900","0.4746"
"02123.HK","金盾控股","2012-07-20","0.3950","0.4806"
"02123.HK","金盾控股","2012-07-27","0.3900","0.4746"
"02123.HK","金盾控股","2012-08-03","0.3850","0.4685"
"02123.HK","金盾控股","2012-08-10","0.3900","0.4746"
"02123.HK","金盾控股","2012-08-17","0.4000","0.4867"
"02123.HK","金盾控股","2012-08-24","0.4000","0.4867"
"02123.HK","金盾控股","2012-08-31","0.3950","0.4806"
"02123.HK","金盾控股","2012-09-07","0.3950","0.4806"
"02123.HK","金盾控股","2012-09-14","0.3950","0.4806"
"02123.HK","金盾控股","2012-09-21","0.4200","0.5111"
"02123.HK","金盾控股","2012-09-28","0.3950","0.4806"
"02123.HK","金盾控股","2012-10-05","0.3950","0.4806"
"02123.HK","金盾控股","2012-10-12","0.3950","0.4806"
"02123.HK","金盾控股","2012-10-19","0.3800","0.4624"
"02123.HK","金盾控股","2012-10-26","0.3800","0.4624"
"02123.HK","金盾控股","2012-11-02","0.3900","0.4746"
"02123.HK","金盾控股","2012-11-09","0.3900","0.4746"
"02123.HK","金盾控股","2012-11-16","0.3900","0.4746"
"02123.HK","金盾控股","2012-11-23","0.3300","0.4015"
"02123.HK","金盾控股","2012-11-30","0.3000","0.3650"
"02123.HK","金盾控股","2012-12-07","0.2900","0.3529"
"02123.HK","金盾控股","2012-12-14","0.3050","0.3711"
"02123.HK","金盾控股","2012-12-21","0.3250","0.3955"
"02123.HK","金盾控股","2012-12-28","0.3300","0.4015"
"02123.HK","金盾控股","2013-01-04","0.3450","0.3932"
"02123.HK","金盾控股","2013-01-11","0.3500","0.3989"
"02123.HK","金盾控股","2013-01-18","0.3650","0.4160"
"02123.HK","金盾控股","2013-01-25","0.3350","0.3818"
"02123.HK","金盾控股","2013-02-01","0.4050","0.4616"
"02123.HK","金盾控股","2013-02-08","0.3950","0.4502"
"02123.HK","金盾控股","2013-02-15","0.4150","0.4730"
"02123.HK","金盾控股","2013-02-22","0.4700","0.5357"
"02123.HK","金盾控股","2013-03-01","0.4200","0.4787"
"02123.HK","金盾控股","2013-03-08","0.4300","0.4901"
"02123.HK","金盾控股","2013-03-15","0.4150","0.4730"
"02123.HK","金盾控股","2013-03-22","0.3850","0.4388"
"02123.HK","金盾控股","2013-03-28","0.3450","0.3932"
"02123.HK","金盾控股","2013-04-05","0.3800","0.4331"
"02123.HK","金盾控股","2013-04-12","0.3050","0.3476"
"02123.HK","金盾控股","2013-04-19","0.2900","0.3305"
"02123.HK","金盾控股","2013-04-26","0.2900","0.3305"
"02123.HK","金盾控股","2013-05-03","0.2900","0.3305"
"02123.HK","金盾控股","2013-05-10","0.3400","0.3875"
"02123.HK","金盾控股","2013-05-16","0.3500","0.3989"
"02123.HK","金盾控股","2013-05-24","0.3300","0.3761"
"02123.HK","金盾控股","2013-05-31","0.3100","0.3533"
"02123.HK","金盾控股","2013-06-07","0.3500","0.3989"
"02123.HK","金盾控股","2013-06-14","0.3700","0.4217"
"02123.HK","金盾控股","2013-06-21","0.3000","0.3419"
"02123.HK","金盾控股","2013-06-28","0.3000","0.3419"
"02123.HK","金盾控股","2013-07-05","0.3400","0.3875"
"02123.HK","金盾控股","2013-07-12","0.3000","0.3419"
"02123.HK","金盾控股","2013-07-19","0.3500","0.3989"
"02123.HK","金盾控股","2013-07-26","0.3100","0.3533"
"02123.HK","金盾控股","2013-08-02","0.2850","0.3248"
"02123.HK","金盾控股","2013-08-09","0.2750","0.3134"
"02123.HK","金盾控股","2013-08-16","0.2750","0.3134"
"02123.HK","金盾控股","2013-08-23","0.2750","0.3134"
"02123.HK","金盾控股","2013-08-30","0.2700","0.3077"
"02123.HK","金盾控股","2013-09-06","0.2650","0.3020"
"02123.HK","金盾控股","2013-09-13","0.2650","0.3020"
"02123.HK","金盾控股","2013-09-19","0.2700","0.3077"
"02123.HK","金盾控股","2013-09-27","0.2700","0.3419"
"02123.HK","金盾控股","2013-10-04","0.3420","0.4331"
"02123.HK","金盾控股","2013-10-11","0.3150","0.3989"
"02123.HK","金盾控股","2013-10-18","0.3420","0.4331"
"02123.HK","金盾控股","2013-10-25","0.3420","0.4331"
"02123.HK","金盾控股","2013-11-01","0.4086","0.5243"
"02123.HK","金盾控股","2013-11-08","0.3953","0.5072"
"02123.HK","金盾控股","2013-11-15","0.3909","0.5015"
"02123.HK","金盾控股","2013-11-22","0.3864","0.4958"
"02123.HK","金盾控股","2013-11-29","0.3820","0.4901"
"02123.HK","金盾控股","2013-12-06","0.3109","0.3989"
"02123.HK","金盾控股","2013-12-13","0.3154","0.4046"
"02123.HK","金盾控股","2013-12-20","0.3553","0.4559"
"02123.HK","金盾控股","2013-12-27","0.3598","0.4616"
"02123.HK","金盾控股","2014-01-03","0.3553","0.4922"
"02123.HK","金盾控股","2014-01-10","0.3376","0.5196"
"02123.HK","金盾控股","2014-01-17","0.3464","0.5332"
"02123.HK","金盾控股","2014-01-24","0.3420","0.5264"
"02123.HK","金盾控股","2014-01-30","0.3376","0.5196"
"02123.HK","金盾控股","2014-02-07","0.2665","0.4102"
"02123.HK","金盾控股","2014-02-14","0.2443","0.3760"
"02123.HK","金盾控股","2014-02-21","0.2398","0.3692"
"02123.HK","金盾控股","2014-02-28","0.2487","0.3828"
"02123.HK","金盾控股","2014-03-07","0.2532","0.3897"
"02123.HK","金盾控股","2014-03-14","0.2665","0.4102"
"02123.HK","金盾控股","2014-03-21","0.3376","0.5196"
"02123.HK","金盾控股","2014-03-28","0.2398","0.3692"
"02123.HK","金盾控股","2014-04-04","0.1990","0.3063"
"02123.HK","金盾控股","2014-04-11","0.1990","0.3063"
"02123.HK","金盾控股","2014-04-17","0.1990","0.3063"
"02123.HK","金盾控股","2014-04-25","0.1990","0.3063"
"02123.HK","金盾控股","2014-05-02","0.1990","0.3063"
"02123.HK","金盾控股","2014-05-09","0.1990","0.3063"
"02123.HK","金盾控股","2014-05-16","0.1990","0.3063"
"02123.HK","金盾控股","2014-05-23","0.1990","0.3063"
"02123.HK","金盾控股","2014-05-30","0.1990","0.3063"
"02123.HK","金盾控股","2014-06-06","0.1990","0.3063"
"02123.HK","金盾控股","2014-06-13","0.1990","0.3063"
"02123.HK","金盾控股","2014-06-20","0.1990","0.3063"
"02123.HK","金盾控股","2014-06-27","0.1990","0.3063"
"02123.HK","金盾控股","2014-07-04","0.1990","0.3063"
"02123.HK","金盾控股","2014-07-11","0.1990","0.3063"
"02123.HK","金盾控股","2014-07-18","0.1990","0.3063"
"02123.HK","金盾控股","2014-07-25","0.1990","0.3063"
"02123.HK","金盾控股","2014-08-01","0.1990","0.3063"
"02123.HK","金盾控股","2014-08-08","0.1990","0.3063"
"02123.HK","金盾控股","2014-08-15","0.1990","0.3063"
"02123.HK","金盾控股","2014-08-22","0.1990","0.3063"
"02123.HK","金盾控股","2014-08-29","0.1990","0.3063"
"02123.HK","金盾控股","2014-09-05","0.1990","0.3063"
"02123.HK","金盾控股","2014-09-12","0.1990","0.3063"
"02123.HK","金盾控股","2014-09-19","0.1990","0.3063"
"02123.HK","金盾控股","2014-09-26","0.1990","0.3063"
"02123.HK","金盾控股","2014-10-03","0.1990","0.3063"
"02123.HK","金盾控股","2014-10-10","0.1990","0.3063"
"02123.HK","金盾控股","2014-10-17","0.1990","0.3063"
"02123.HK","金盾控股","2014-10-24","0.1990","0.3063"
"02123.HK","金盾控股","2014-10-31","0.1990","0.3063"
"02123.HK","金盾控股","2014-11-07","0.1990","0.3063"
"02123.HK","金盾控股","2014-11-14","0.1990","0.3063"
"02123.HK","金盾控股","2014-11-21","0.1990","0.3063"
"02123.HK","金盾控股","2014-11-28","0.1990","0.3063"
"02123.HK","金盾控股","2014-12-05","0.1990","0.3063"
"02123.HK","金盾控股","2014-12-12","0.1990","0.3063"
"02123.HK","金盾控股","2014-12-19","0.1990","0.3063"
"02123.HK","金盾控股","2014-12-24","0.1990","0.3063"
"02123.HK","金盾控股","2015-01-02","0.1990","0.3063"
"02123.HK","金盾控股","2015-01-09","0.1990","0.3063"
"02123.HK","金盾控股","2015-01-16","0.1990","0.3063"
"02123.HK","金盾控股","2015-01-23","0.1990","0.3063"
"02123.HK","金盾控股","2015-01-30","0.1990","0.3063"
"02123.HK","金盾控股","2015-02-06","0.1990","0.3063"
"02123.HK","金盾控股","2015-02-13","0.1990","0.3063"
"02123.HK","金盾控股","2015-02-18","0.1990","0.3063"
"02123.HK","金盾控股","2015-02-27","0.1990","0.3063"
"02123.HK","金盾控股","2015-03-06","0.1990","0.3063"
"02123.HK","金盾控股","2015-03-13","0.1990","0.3063"
"02123.HK","金盾控股","2015-03-20","0.1990","0.3063"
"02123.HK","金盾控股","2015-03-27","0.1990","0.3063"
"02123.HK","金盾控股","2015-04-02","0.1990","0.3063"
"02123.HK","金盾控股","2015-04-10","0.1990","0.3063"
"02123.HK","金盾控股","2015-04-17","0.1990","0.3063"
"02123.HK","金盾控股","2015-04-24","0.1990","0.3063"
"02123.HK","金盾控股","2015-04-30","0.1990","0.3063"
"02123.HK","金盾控股","2015-05-08","0.1990","0.3063"
"02123.HK","金盾控股","2015-05-15","0.1990","0.3063"
"02123.HK","金盾控股","2015-05-22","0.1990","0.3063"
"02123.HK","金盾控股","2015-05-29","0.1990","0.3063"
"02123.HK","金盾控股","2015-06-05","0.1990","0.3063"
"02123.HK","金盾控股","2015-06-12","0.1990","0.3063"
"02123.HK","金盾控股","2015-06-19","0.1990","0.3063"
"02123.HK","金盾控股","2015-06-26","0.1990","0.3063"
"02123.HK","金盾控股","2015-07-03","0.1990","0.3063"
"02123.HK","金盾控股","2015-07-10","0.1990","0.3063"
"02123.HK","金盾控股","2015-07-17","0.1990","0.3063"
"02123.HK","金盾控股","2015-07-24","0.1990","0.3063"
"02123.HK","金盾控股","2015-07-31","0.1990","0.3063"
"02123.HK","金盾控股","2015-08-07","0.1990","0.3063"
"02123.HK","金盾控股","2015-08-14","0.1990","0.3063"
"02123.HK","金盾控股","2015-08-21","0.1990","0.3063"
"02123.HK","金盾控股","2015-08-28","0.1990","0.3063"
"02123.HK","金盾控股","2015-09-04","0.1990","0.3063"
"02123.HK","金盾控股","2015-09-11","0.1990","0.3063"
"02123.HK","金盾控股","2015-09-18","0.1990","0.3063"
"02123.HK","金盾控股","2015-09-25","0.1990","0.3063"
"02123.HK","金盾控股","2015-10-02","0.1990","0.3063"
"02123.HK","金盾控股","2015-10-09","0.1990","0.3063"
"02123.HK","金盾控股","2015-10-16","0.1990","0.3063"
"02123.HK","金盾控股","2015-10-23","0.1990","0.3063"
"02123.HK","金盾控股","2015-10-30","0.1990","0.3063"
"02123.HK","金盾控股","2015-11-06","0.1990","0.3063"
"02123.HK","金盾控股","2015-11-13","0.1990","0.3063"
"02123.HK","金盾控股","2015-11-20","0.1990","0.3063"
"02123.HK","金盾控股","2015-11-27","0.1990","0.3063"
"02123.HK","金盾控股","2015-12-04","0.1990","0.3063"
"02123.HK","金盾控股","2015-12-11","0.1990","0.3063"
"02123.HK","金盾控股","2015-12-18","0.1990","0.3063"
"02123.HK","金盾控股","2015-12-24","0.1990","0.3063"
"02123.HK","金盾控股","2015-12-31","0.1990","0.3063"
"02123.HK","金盾控股","2016-01-08","0.1990","0.3063"
"02123.HK","金盾控股","2016-01-15","0.1990","0.3063"
"02123.HK","金盾控股","2016-01-22","0.1990","0.3063"
"02123.HK","金盾控股","2016-01-29","0.1990","0.3063"
"02123.HK","金盾控股","2016-02-05","0.1990","0.3063"
"02123.HK","金盾控股","2016-02-12","0.1990","0.3063"
"02123.HK","金盾控股","2016-02-19","0.1990","0.3063"
"02123.HK","金盾控股","2016-02-26","0.1990","0.3063"
"02123.HK","金盾控股","2016-03-04","0.1990","0.3063"
"02123.HK","金盾控股","2016-03-11","0.1990","0.3063"
"02123.HK","金盾控股","2016-03-18","0.1990","0.3063"
"02123.HK","金盾控股","2016-03-24","0.1990","0.3063"
"02123.HK","金盾控股","2016-04-01","0.1990","0.3063"
"02123.HK","金盾控股","2016-04-08","0.1990","0.3063"
"02123.HK","金盾控股","2016-04-15","0.1990","0.3063"
"02123.HK","金盾控股","2016-04-22","0.1990","0.3063"
"02123.HK","金盾控股","2016-04-29","0.1990","0.3063"
"02123.HK","金盾控股","2016-05-06","0.1990","0.3063"
"02123.HK","金盾控股","2016-05-13","0.1990","0.3063"
"02123.HK","金盾控股","2016-05-20","0.1990","0.3063"
"02123.HK","金盾控股","2016-05-27","0.1990","0.3063"
"02123.HK","金盾控股","2016-06-03","0.1990","0.3063"
"02123.HK","金盾控股","2016-06-10","0.1990","0.3063"
"02123.HK","金盾控股","2016-06-17","0.1990","0.3063"
"02123.HK","金盾控股","2016-06-24","0.1990","0.3063"
"02123.HK","金盾控股","2016-06-30","0.1990","0.3063"
"02123.HK","金盾控股","2016-07-08","0.1990","0.3063"
"02123.HK","金盾控股","2016-07-15","0.1990","0.3063"
"02123.HK","金盾控股","2016-07-22","0.1990","0.3063"
"02123.HK","金盾控股","2016-07-29","0.1990","0.3063"
"02123.HK","金盾控股","2016-08-05","0.1990","0.3063"
"02123.HK","金盾控股","2016-08-12","0.1990","0.3063"
"02123.HK","金盾控股","2016-08-19","0.1990","0.3063"
"02123.HK","金盾控股","2016-08-26","0.1990","0.3063"
"02123.HK","金盾控股","2016-09-02","0.1990","0.3063"
"02123.HK","金盾控股","2016-09-09","0.1990","0.3063"
"02123.HK","金盾控股","2016-09-15","0.1990","0.3063"
"02123.HK","金盾控股","2016-09-23","0.1990","0.3063"
"02123.HK","金盾控股","2016-09-30","0.1990","0.3063"
"02123.HK","金盾控股","2016-10-07","0.1990","0.3063"
"02123.HK","金盾控股","2016-10-11","0.1990","0.3063"
"02128.HK","中国联塑","2010-06-25","2.5200","6.3882"
"02128.HK","中国联塑","2010-07-02","2.2900","5.8052"
"02128.HK","中国联塑","2010-07-09","2.3300","5.9066"
"02128.HK","中国联塑","2010-07-16","2.4700","6.2615"
"02128.HK","中国联塑","2010-07-23","2.6400","6.6924"
"02128.HK","中国联塑","2010-07-30","2.6400","6.6924"
"02128.HK","中国联塑","2010-08-06","2.7500","6.9713"
"02128.HK","中国联塑","2010-08-13","2.7900","7.0727"
"02128.HK","中国联塑","2010-08-20","2.7900","7.0727"
"02128.HK","中国联塑","2010-08-27","2.6700","6.7685"
"02128.HK","中国联塑","2010-09-03","3.1300","7.9346"
"02128.HK","中国联塑","2010-09-10","3.1000","7.8585"
"02128.HK","中国联塑","2010-09-17","3.9000","9.8865"
"02128.HK","中国联塑","2010-09-24","4.1300","10.4696"
"02128.HK","中国联塑","2010-09-30","4.0200","10.1907"
"02128.HK","中国联塑","2010-10-08","4.5500","11.5343"
"02128.HK","中国联塑","2010-10-15","4.6600","11.8131"
"02128.HK","中国联塑","2010-10-22","4.8000","12.1680"
"02128.HK","中国联塑","2010-10-29","4.8600","12.3201"
"02128.HK","中国联塑","2010-11-05","5.1100","12.9539"
"02128.HK","中国联塑","2010-11-12","4.8800","12.3708"
"02128.HK","中国联塑","2010-11-19","4.5700","11.5850"
"02128.HK","中国联塑","2010-11-26","4.3400","11.0019"
"02128.HK","中国联塑","2010-12-03","5.5700","14.1200"
"02128.HK","中国联塑","2010-12-10","5.9900","15.1847"
"02128.HK","中国联塑","2010-12-17","6.2100","15.7424"
