"代码","简称","时间","收盘价(元)","最高价(元)","最低价(元)","前收盘价(元)","成交量","成交金额(元)"
"000827.SH","中证环保","2014-02-25","1,233.7800","1,305.0700","1,225.4700","1,298.9000","1,450,984,500.0000","18,599,880,000.0000"
"000827.SH","中证环保","2014-02-26","1,244.0100","1,244.0400","1,208.1500","1,233.7800","1,091,242,600.0000","14,697,300,000.0000"
"000827.SH","中证环保","2014-02-27","1,234.2600","1,275.5600","1,233.3600","1,244.0100","1,322,894,400.0000","17,362,160,000.0000"
"000827.SH","中证环保","2014-02-28","1,252.8900","1,253.0500","1,219.5700","1,234.2600","1,117,921,500.0000","13,919,480,000.0000"
"000827.SH","中证环保","2014-03-03","1,292.3900","1,292.3900","1,250.5500","1,252.8900","1,286,288,900.0000","16,519,890,000.0000"
"000827.SH","中证环保","2014-03-04","1,284.7900","1,288.0500","1,269.3600","1,292.3900","1,025,154,200.0000","13,177,050,000.0000"
"000827.SH","中证环保","2014-03-05","1,271.4600","1,291.6800","1,268.7200","1,284.7900","997,377,000.0000","12,334,040,000.0000"
"000827.SH","中证环保","2014-03-06","1,261.6900","1,268.7500","1,243.0100","1,271.4600","905,180,500.0000","11,091,110,000.0000"
"000827.SH","中证环保","2014-03-07","1,258.4300","1,270.9600","1,250.4500","1,261.6900","953,992,300.0000","11,345,210,000.0000"
"000827.SH","中证环保","2014-03-10","1,214.5400","1,248.8800","1,211.9200","1,258.4300","987,789,700.0000","11,587,170,000.0000"
"000827.SH","中证环保","2014-03-11","1,209.7900","1,220.3600","1,198.1100","1,214.5400","803,232,400.0000","9,723,090,000.0000"
"000827.SH","中证环保","2014-03-12","1,207.1500","1,215.3700","1,186.4500","1,209.7900","719,829,900.0000","8,926,680,000.0000"
"000827.SH","中证环保","2014-03-13","1,229.6300","1,229.6500","1,207.2600","1,207.1500","793,727,000.0000","9,801,930,000.0000"
"000827.SH","中证环保","2014-03-14","1,221.3700","1,229.9900","1,212.8600","1,229.6300","608,583,600.0000","7,590,800,000.0000"
"000827.SH","中证环保","2014-03-17","1,250.2400","1,250.6500","1,221.4100","1,221.3700","736,664,700.0000","9,405,400,000.0000"
"000827.SH","中证环保","2014-03-18","1,261.7800","1,266.7200","1,252.9400","1,250.2400","929,408,200.0000","11,855,060,000.0000"
"000827.SH","中证环保","2014-03-19","1,253.2900","1,260.3200","1,241.9100","1,261.7800","814,858,900.0000","10,805,880,000.0000"
"000827.SH","中证环保","2014-03-20","1,215.7600","1,255.0400","1,215.3900","1,253.2900","901,015,700.0000","11,897,380,000.0000"
"000827.SH","中证环保","2014-03-21","1,237.7900","1,239.6100","1,196.3800","1,215.7600","915,665,100.0000","11,076,300,000.0000"
"000827.SH","中证环保","2014-03-24","1,242.2800","1,245.6900","1,231.8300","1,237.7900","849,993,900.0000","10,313,330,000.0000"
"000827.SH","中证环保","2014-03-25","1,235.3400","1,242.3100","1,227.9300","1,242.2800","868,552,400.0000","9,877,900,000.0000"
"000827.SH","中证环保","2014-03-26","1,246.2400","1,251.0600","1,237.9000","1,235.3400","783,772,400.0000","9,466,710,000.0000"
"000827.SH","中证环保","2014-03-27","1,217.9200","1,245.0700","1,217.9200","1,246.2400","768,877,900.0000","9,487,440,000.0000"
"000827.SH","中证环保","2014-03-28","1,181.9600","1,217.5400","1,178.6300","1,217.9200","853,849,700.0000","10,268,810,000.0000"
"000827.SH","中证环保","2014-03-31","1,173.2800","1,185.0300","1,168.1700","1,181.9600","613,574,500.0000","7,164,520,000.0000"
"000827.SH","中证环保","2014-04-01","1,197.6000","1,197.6400","1,172.9600","1,173.2800","598,515,200.0000","7,021,250,000.0000"
"000827.SH","中证环保","2014-04-02","1,193.4400","1,203.7300","1,189.5200","1,197.6000","664,461,700.0000","7,854,980,000.0000"
"000827.SH","中证环保","2014-04-03","1,194.0200","1,202.7400","1,188.9000","1,193.4400","576,019,500.0000","6,715,330,000.0000"
"000827.SH","中证环保","2014-04-04","1,205.8500","1,205.8500","1,189.9800","1,194.0200","510,100,400.0000","6,652,350,000.0000"
"000827.SH","中证环保","2014-04-08","1,215.1700","1,215.3000","1,196.2200","1,205.8500","729,540,700.0000","8,746,500,000.0000"
"000827.SH","中证环保","2014-04-09","1,226.2800","1,227.5200","1,216.8900","1,215.1700","735,804,200.0000","8,976,990,000.0000"
"000827.SH","中证环保","2014-04-10","1,234.0600","1,238.9000","1,225.3300","1,226.2800","946,390,900.0000","11,766,580,000.0000"
"000827.SH","中证环保","2014-04-11","1,222.5700","1,227.0100","1,216.5100","1,234.0600","774,368,000.0000","9,245,910,000.0000"
"000827.SH","中证环保","2014-04-14","1,232.7400","1,233.1100","1,223.3800","1,222.5700","753,084,800.0000","9,079,100,000.0000"
"000827.SH","中证环保","2014-04-15","1,221.3800","1,231.5900","1,218.9200","1,232.7400","701,341,300.0000","8,443,030,000.0000"
"000827.SH","中证环保","2014-04-16","1,218.4900","1,223.0500","1,212.9500","1,221.3800","570,838,800.0000","6,939,540,000.0000"
"000827.SH","中证环保","2014-04-17","1,215.7500","1,222.0500","1,214.4700","1,218.4900","515,377,300.0000","6,311,110,000.0000"
"000827.SH","中证环保","2014-04-18","1,221.2500","1,221.2800","1,211.0800","1,215.7500","582,161,600.0000","7,234,190,000.0000"
"000827.SH","中证环保","2014-04-21","1,204.6600","1,225.4700","1,202.5600","1,221.2500","746,783,800.0000","8,649,310,000.0000"
"000827.SH","中证环保","2014-04-22","1,187.9400","1,205.7000","1,172.1500","1,204.6600","757,251,400.0000","9,217,900,000.0000"
"000827.SH","中证环保","2014-04-23","1,183.6100","1,191.9000","1,178.4300","1,187.9400","527,241,200.0000","6,509,930,000.0000"
"000827.SH","中证环保","2014-04-24","1,171.6700","1,184.6900","1,170.0600","1,183.6100","519,711,000.0000","6,155,930,000.0000"
"000827.SH","中证环保","2014-04-25","1,148.8000","1,175.9100","1,147.8800","1,171.6700","511,631,600.0000","6,019,880,000.0000"
"000827.SH","中证环保","2014-04-28","1,112.7200","1,145.8800","1,112.3600","1,148.8000","599,698,300.0000","6,697,810,000.0000"
"000827.SH","中证环保","2014-04-29","1,130.5300","1,130.7200","1,112.4200","1,112.7200","453,029,800.0000","5,078,770,000.0000"
"000827.SH","中证环保","2014-04-30","1,139.9100","1,143.0100","1,127.9400","1,130.5300","438,962,100.0000","4,996,860,000.0000"
"000827.SH","中证环保","2014-05-05","1,148.5400","1,148.5400","1,134.0300","1,139.9100","467,538,200.0000","5,518,090,000.0000"
"000827.SH","中证环保","2014-05-06","1,155.3300","1,161.1900","1,147.0000","1,148.5400","464,723,300.0000","5,678,260,000.0000"
"000827.SH","中证环保","2014-05-07","1,130.0900","1,152.5500","1,130.0200","1,155.3300","442,286,500.0000","5,481,410,000.0000"
"000827.SH","中证环保","2014-05-08","1,128.9100","1,143.4600","1,124.1200","1,130.0900","462,477,100.0000","5,593,380,000.0000"
"000827.SH","中证环保","2014-05-09","1,122.5000","1,132.5900","1,113.0600","1,128.9100","503,273,400.0000","5,955,810,000.0000"
"000827.SH","中证环保","2014-05-12","1,150.0800","1,150.1900","1,127.6400","1,122.5000","644,494,200.0000","7,498,660,000.0000"
"000827.SH","中证环保","2014-05-13","1,143.9000","1,154.4400","1,140.2100","1,150.0800","532,738,300.0000","6,371,680,000.0000"
"000827.SH","中证环保","2014-05-14","1,142.2100","1,144.9600","1,137.7000","1,143.9000","405,341,700.0000","4,941,590,000.0000"
"000827.SH","中证环保","2014-05-15","1,117.1600","1,141.4800","1,116.2200","1,142.2100","503,986,200.0000","6,245,050,000.0000"
"000827.SH","中证环保","2014-05-16","1,113.1100","1,116.8600","1,100.7100","1,117.1600","430,119,400.0000","5,243,900,000.0000"
"000827.SH","中证环保","2014-05-19","1,109.3600","1,113.4700","1,101.0000","1,113.1100","404,219,800.0000","4,881,960,000.0000"
"000827.SH","中证环保","2014-05-20","1,111.5200","1,125.3300","1,109.3900","1,109.3600","402,344,600.0000","4,871,380,000.0000"
"000827.SH","中证环保","2014-05-21","1,121.7500","1,121.9200","1,099.8000","1,111.5200","432,493,700.0000","4,847,040,000.0000"
"000827.SH","中证环保","2014-05-22","1,123.1200","1,138.1500","1,122.4600","1,121.7500","593,572,500.0000","6,777,930,000.0000"
"000827.SH","中证环保","2014-05-23","1,133.2900","1,133.3700","1,118.9100","1,123.1200","427,565,600.0000","4,870,880,000.0000"
"000827.SH","中证环保","2014-05-26","1,148.7400","1,148.8200","1,138.9500","1,133.2900","587,371,900.0000","7,568,550,000.0000"
"000827.SH","中证环保","2014-05-27","1,142.8700","1,150.3100","1,141.0500","1,148.7400","496,216,200.0000","5,955,290,000.0000"
"000827.SH","中证环保","2014-05-28","1,157.3500","1,157.3800","1,141.0100","1,142.8700","675,334,500.0000","8,193,400,000.0000"
"000827.SH","中证环保","2014-05-29","1,144.3300","1,159.2100","1,144.2800","1,157.3500","600,743,800.0000","7,377,460,000.0000"
"000827.SH","中证环保","2014-05-30","1,144.0600","1,148.4100","1,134.2300","1,144.3300","581,660,400.0000","6,732,880,000.0000"
"000827.SH","中证环保","2014-06-03","1,137.8600","1,149.7100","1,137.8600","1,144.0600","536,648,700.0000","6,188,150,000.0000"
"000827.SH","中证环保","2014-06-04","1,135.6500","1,137.3400","1,123.4300","1,137.8600","625,655,100.0000","7,450,090,000.0000"
"000827.SH","中证环保","2014-06-05","1,146.7400","1,146.8800","1,132.2500","1,135.6500","556,533,700.0000","6,805,340,000.0000"
"000827.SH","中证环保","2014-06-06","1,146.1200","1,151.1400","1,139.7600","1,146.7400","599,409,800.0000","7,098,240,000.0000"
"000827.SH","中证环保","2014-06-09","1,139.0300","1,149.3300","1,138.2400","1,146.1200","517,791,800.0000","5,944,910,000.0000"
"000827.SH","中证环保","2014-06-10","1,153.3400","1,153.4900","1,133.3500","1,139.0300","531,054,500.0000","6,363,500,000.0000"
"000827.SH","中证环保","2014-06-11","1,168.9100","1,170.7200","1,153.9300","1,153.3400","869,957,900.0000","9,592,040,000.0000"
"000827.SH","中证环保","2014-06-12","1,161.0200","1,166.2700","1,158.5400","1,168.9100","670,538,200.0000","7,231,520,000.0000"
"000827.SH","中证环保","2014-06-13","1,178.0300","1,178.6100","1,159.5600","1,161.0200","807,630,200.0000","9,493,960,000.0000"
"000827.SH","中证环保","2014-06-16","1,189.1500","1,191.1100","1,182.8500","1,178.0300","779,205,800.0000","9,357,250,000.0000"
"000827.SH","中证环保","2014-06-17","1,179.5200","1,188.1000","1,178.0000","1,189.1500","792,267,000.0000","8,723,000,000.0000"
"000827.SH","中证环保","2014-06-18","1,174.0000","1,180.6200","1,170.8300","1,179.5200","734,435,000.0000","7,965,450,000.0000"
"000827.SH","中证环保","2014-06-19","1,149.9600","1,178.7100","1,142.1000","1,174.0000","728,369,100.0000","8,076,840,000.0000"
"000827.SH","中证环保","2014-06-20","1,160.7400","1,161.2600","1,147.9700","1,149.9600","532,210,500.0000","5,815,590,000.0000"
"000827.SH","中证环保","2014-06-23","1,170.1600","1,173.8600","1,162.6700","1,160.7400","645,823,400.0000","7,244,740,000.0000"
"000827.SH","中证环保","2014-06-24","1,175.8300","1,175.8700","1,168.2100","1,170.1600","650,913,900.0000","7,443,170,000.0000"
"000827.SH","中证环保","2014-06-25","1,172.5600","1,175.5600","1,164.9900","1,175.8300","607,468,300.0000","6,960,930,000.0000"
"000827.SH","中证环保","2014-06-26","1,185.2100","1,186.6500","1,173.0300","1,172.5600","683,685,800.0000","7,771,910,000.0000"
"000827.SH","中证环保","2014-06-27","1,191.2200","1,195.8700","1,181.4600","1,185.2100","760,678,800.0000","8,625,120,000.0000"
"000827.SH","中证环保","2014-06-30","1,199.5000","1,199.5100","1,186.9900","1,191.2200","825,899,500.0000","9,323,140,000.0000"
"000827.SH","中证环保","2014-07-01","1,208.3700","1,208.3700","1,199.4200","1,199.5000","877,969,400.0000","9,869,720,000.0000"
"000827.SH","中证环保","2014-07-02","1,215.5600","1,215.5600","1,202.7700","1,208.3700","982,202,000.0000","10,573,620,000.0000"
"000827.SH","中证环保","2014-07-03","1,226.1500","1,227.9800","1,212.6400","1,215.5600","1,024,511,200.0000","11,945,860,000.0000"
"000827.SH","中证环保","2014-07-04","1,218.7100","1,229.0000","1,216.8800","1,226.1500","905,533,100.0000","10,635,150,000.0000"
"000827.SH","中证环保","2014-07-07","1,215.4600","1,222.5500","1,207.8500","1,218.7100","925,582,800.0000","10,750,440,000.0000"
"000827.SH","中证环保","2014-07-08","1,225.1100","1,225.1100","1,204.1100","1,215.4600","863,555,700.0000","10,106,450,000.0000"
"000827.SH","中证环保","2014-07-09","1,203.7600","1,225.0900","1,203.5000","1,225.1100","977,986,300.0000","11,512,390,000.0000"
"000827.SH","中证环保","2014-07-10","1,201.1000","1,211.1400","1,199.3500","1,203.7600","848,539,800.0000","10,230,690,000.0000"
"000827.SH","中证环保","2014-07-11","1,208.8400","1,211.7000","1,198.6100","1,201.1000","850,266,000.0000","9,321,800,000.0000"
"000827.SH","中证环保","2014-07-14","1,234.7400","1,234.9200","1,211.1200","1,208.8400","1,076,221,800.0000","12,427,300,000.0000"
"000827.SH","中证环保","2014-07-15","1,229.0400","1,235.3900","1,219.3500","1,234.7400","978,595,800.0000","11,362,370,000.0000"
"000827.SH","中证环保","2014-07-16","1,218.1900","1,233.8300","1,213.3800","1,229.0400","837,725,600.0000","10,056,310,000.0000"
"000827.SH","中证环保","2014-07-17","1,210.9100","1,218.3600","1,203.0800","1,218.1900","668,248,800.0000","7,557,200,000.0000"
"000827.SH","中证环保","2014-07-18","1,214.6700","1,221.7100","1,206.4400","1,210.9100","695,071,200.0000","8,130,030,000.0000"
"000827.SH","中证环保","2014-07-21","1,206.6800","1,216.6700","1,203.5700","1,214.6700","651,737,100.0000","7,826,090,000.0000"
"000827.SH","中证环保","2014-07-22","1,227.4100","1,228.0100","1,205.0100","1,206.6800","869,809,900.0000","10,916,940,000.0000"
"000827.SH","中证环保","2014-07-23","1,213.8300","1,229.2400","1,208.6700","1,227.4100","756,402,900.0000","9,059,290,000.0000"
"000827.SH","中证环保","2014-07-24","1,209.2300","1,218.7700","1,197.3500","1,213.8300","925,536,900.0000","10,596,250,000.0000"
"000827.SH","中证环保","2014-07-25","1,221.2300","1,221.2300","1,207.9500","1,209.2300","909,959,200.0000","10,227,580,000.0000"
"000827.SH","中证环保","2014-07-28","1,242.8700","1,243.0000","1,223.5400","1,221.2300","1,442,729,600.0000","15,297,120,000.0000"
"000827.SH","中证环保","2014-07-29","1,256.3000","1,259.7800","1,239.2900","1,242.8700","1,370,525,500.0000","16,185,440,000.0000"
"000827.SH","中证环保","2014-07-30","1,257.9400","1,258.7000","1,248.0400","1,256.3000","1,089,904,200.0000","12,883,870,000.0000"
"000827.SH","中证环保","2014-07-31","1,264.8500","1,264.9100","1,254.1800","1,257.9400","1,008,250,000.0000","11,705,720,000.0000"
"000827.SH","中证环保","2014-08-01","1,246.9500","1,268.9500","1,245.6000","1,264.8500","1,258,848,500.0000","14,080,120,000.0000"
"000827.SH","中证环保","2014-08-04","1,266.1000","1,266.1000","1,247.5100","1,246.9500","1,075,789,400.0000","12,637,830,000.0000"
"000827.SH","中证环保","2014-08-05","1,273.0800","1,273.1700","1,257.0200","1,266.1000","1,155,010,400.0000","13,520,570,000.0000"
"000827.SH","中证环保","2014-08-06","1,285.5700","1,288.1200","1,266.4900","1,273.0800","1,342,762,900.0000","15,049,100,000.0000"
"000827.SH","中证环保","2014-08-07","1,274.7900","1,294.8400","1,273.9200","1,285.5700","1,272,088,800.0000","14,228,420,000.0000"
"000827.SH","中证环保","2014-08-08","1,280.8700","1,283.2500","1,273.6500","1,274.7900","878,879,000.0000","10,142,240,000.0000"
"000827.SH","中证环保","2014-08-11","1,300.9890","1,300.9890","1,283.3100","1,280.8700","1,141,002,208.0000","13,341,268,224.0000"
"000827.SH","中证环保","2014-08-12","1,307.9610","1,307.9930","1,298.6450","1,300.9890","1,091,684,208.0000","12,671,882,240.0000"
"000827.SH","中证环保","2014-08-13","1,310.6350","1,312.4910","1,294.2550","1,307.9610","1,319,368,704.0000","15,048,086,272.0000"
"000827.SH","中证环保","2014-08-14","1,305.4850","1,321.8950","1,304.2260","1,310.6350","1,358,500,400.0000","15,386,606,336.0000"
"000827.SH","中证环保","2014-08-15","1,316.4480","1,317.2590","1,303.5360","1,305.4850","1,200,539,904.0000","13,472,820,992.0000"
"000827.SH","中证环保","2014-08-18","1,335.4710","1,335.4710","1,318.7090","1,316.4480","1,337,941,504.0000","15,538,163,456.0000"
"000827.SH","中证环保","2014-08-19","1,337.1400","1,341.3400","1,328.2290","1,335.4710","1,286,073,104.0000","15,423,390,976.0000"
"000827.SH","中证环保","2014-08-20","1,333.7180","1,341.9810","1,329.6880","1,337.1400","1,225,119,600.0000","14,186,546,688.0000"
"000827.SH","中证环保","2014-08-21","1,338.2870","1,338.3230","1,321.7670","1,333.7180","1,275,339,504.0000","15,592,966,656.0000"
"000827.SH","中证环保","2014-08-22","1,352.6960","1,354.2310","1,335.7760","1,338.2870","1,341,743,104.0000","15,631,671,296.0000"
"000827.SH","中证环保","2014-08-25","1,341.7580","1,355.2600","1,338.0490","1,352.6960","1,257,327,200.0000","14,831,985,664.0000"
"000827.SH","中证环保","2014-08-26","1,315.6560","1,346.0740","1,311.3310","1,341.7580","1,367,503,104.0000","15,427,865,856.0000"
"000827.SH","中证环保","2014-08-27","1,320.9540","1,324.6040","1,314.2930","1,315.6560","780,252,608.0000","9,305,602,304.0000"
"000827.SH","中证环保","2014-08-28","1,316.5680","1,329.3520","1,311.0390","1,320.9540","954,194,496.0000","10,735,982,336.0000"
"000827.SH","中证环保","2014-08-29","1,332.7950","1,332.7950","1,314.7260","1,316.5680","756,024,000.0000","8,841,101,056.0000"
